id,name,status,lastVerified,brand,street,locality,state,zip,citySlug,cityName,lat,lng,modalities,access,dropIn,dayPass,membershipMo,priceFrom,plungeF_low,plungeF_high,saunaF_low,saunaF_high,hours,website,bookingUrl,phone,url
"beem-light-sauna-excelsior-minneapolis-mn","beem Light Sauna — Excelsior","community","2026-08-15","beem-light-sauna","355 2nd Street Suite 400","Excelsior","MN","55331","minneapolis-mn","Minneapolis","44.903806","-93.566683","infrared_sauna|red_light","unpublished",,,"129","",,,,,"Mon-Thu 8AM-8PM, Fri 8AM-5PM, Sat 9AM-3PM, Sun 11AM-5PM","https://www.beemlightsauna.com/location/excelsior",,"+1-612-361-3340","https://findsaunaplunge.com/venue/beem-light-sauna-excelsior-minneapolis-mn/"
"restore-hyper-wellness-blaine-minneapolis-mn","Restore Hyper Wellness — Blaine","community","2026-08-15","restore-hyper-wellness","12410 Aberdeen St NE, #500","Blaine","MN","55449","minneapolis-mn","Minneapolis","45.194344","-93.232807","red_light|cryotherapy|infrared_sauna|compression","unpublished",,,"170","",,,,,"Mon-Fri 10AM-6PM, Sat 9AM-5PM, Sun 11AM-5PM","https://www.restore.com/locations/mn-blaine-mn005","https://www.restore.com/locations/mn-blaine-mn005","+1-763-703-5116","https://findsaunaplunge.com/venue/restore-hyper-wellness-blaine-minneapolis-mn/"
"restore-hyper-wellness-woodbury-minneapolis-mn","Restore Hyper Wellness — Woodbury","community","2026-08-15","restore-hyper-wellness","720 Commons Drive, Unit 140","Woodbury","MN","55125","minneapolis-mn","Minneapolis","44.93886","-92.93208","red_light|cryotherapy|infrared_sauna|compression","unpublished",,,"190","",,,,,"Mon-Fri 10AM-7PM, Sat 9AM-5PM, Sun 11AM-5PM","https://www.restore.com/locations/mn-woodbury-mn001","https://www.restore.com/locations/mn-woodbury-mn001","+1-651-493-0428","https://findsaunaplunge.com/venue/restore-hyper-wellness-woodbury-minneapolis-mn/"
"restore-hyper-wellness-apple-valley-minneapolis-mn","Restore Hyper Wellness — Apple Valley","community","2026-08-15","restore-hyper-wellness","15662 Pilot Knob Rd., Ste 120","Apple Valley","MN","55124","minneapolis-mn","Minneapolis","44.721729","-93.176764","red_light|cryotherapy|infrared_sauna|compression","unpublished",,,"190","",,,,,"Mon-Thu 10AM-7PM, Fri-Sat 9AM-5PM, Sun 11AM-5PM","https://www.restore.com/locations/mn-apple-valley-mn004","https://www.restore.com/locations/mn-apple-valley-mn004","+1-952-236-8497","https://findsaunaplunge.com/venue/restore-hyper-wellness-apple-valley-minneapolis-mn/"
"restore-hyper-wellness-maple-grove-minneapolis-mn","Restore Hyper Wellness — Maple Grove","community","2026-08-15","restore-hyper-wellness","12215 Elm Creek Blvd, #B30","Maple Grove","MN","55369","minneapolis-mn","Minneapolis","45.093995","-93.436707","red_light|cryotherapy|infrared_sauna|compression","unpublished",,,"190","",,,,,"Mon-Thu 10AM-7PM, Fri 10AM-6PM, Sat 9AM-5PM, Sun 10AM-4PM","https://www.restore.com/locations/mn-maple-grove-mn003","https://www.restore.com/locations/mn-maple-grove-mn003","+1-763-331-0869","https://findsaunaplunge.com/venue/restore-hyper-wellness-maple-grove-minneapolis-mn/"
"perspire-sauna-studio-maple-grove-minneapolis-mn","Perspire Sauna Studio — Maple Grove","community","2026-08-15","perspire-sauna-studio","7808 Main Street","Maple Grove","MN","55369","minneapolis-mn","Minneapolis","45.097535","-93.441572","infrared_sauna|red_light","private_suite","40",,"89","",,,,,,"https://www.perspiresaunastudio.com/locations/maple-grove",,"+1-763-363-6570","https://findsaunaplunge.com/venue/perspire-sauna-studio-maple-grove-minneapolis-mn/"
"perspire-sauna-studio-plymouth-minneapolis-mn","Perspire Sauna Studio — Plymouth","community","2026-08-24","perspire-sauna-studio","3225 Vicksburg Lane North, Suite A","Plymouth","MN","55447","minneapolis-mn","Minneapolis","45.016717","-93.481824","infrared_sauna|red_light","private_suite","40",,"89","",,,,,"Mon-Thu 8AM-8PM, Fri 8AM-7PM, Sat 8AM-6PM, Sun 8AM-8PM","https://www.perspiresaunastudio.com/locations/plymouth",,"+1-763-292-3392","https://findsaunaplunge.com/venue/perspire-sauna-studio-plymouth-minneapolis-mn/"
"awaken-for-wellness-saint-paul-minneapolis-mn","Awaken for Wellness — Saint Paul","community","2026-08-15","awaken-for-wellness","1821 St. Clair Ave","St. Paul","MN","55105","minneapolis-mn","Minneapolis","44.934341","-93.177289","infrared_sauna|float|red_light|cold_plunge|pemf","unpublished","40",,"99","",,,,,"Mon unstaffed (massage/sauna still available), Tue-Fri 9AM-9PM, Sat-Sun 9AM-7PM; infrared sauna accessible 5AM-11PM daily","https://awakenforwellness.com/",,"+1-651-493-8459","https://findsaunaplunge.com/venue/awaken-for-wellness-saint-paul-minneapolis-mn/"
"awaken-for-wellness-woodbury-minneapolis-mn","Awaken for Wellness — Woodbury","community","2026-08-15","awaken-for-wellness","2110 Eagle Creek Ln, Suite 350","Woodbury","MN","55129","minneapolis-mn","Minneapolis","44.917819","-92.901696","infrared_sauna|red_light|cold_plunge|pemf","unpublished","40",,"99","",,,,,"Mon 10AM-6PM, Tue-Fri 9AM-8PM, Sat 9AM-6PM, Sun 9AM-3PM; infrared sauna & salt therapy accessible 5AM-11PM daily","https://awakenforwellness.com/",,"+1-651-436-1725","https://findsaunaplunge.com/venue/awaken-for-wellness-woodbury-minneapolis-mn/"
"ne-wellness-minneapolis-mn","NE Wellness","community","2026-08-15",,"1717 2nd St NE","Minneapolis","MN","55413","minneapolis-mn","Minneapolis","45.005533","-93.266034","red_light|infrared_sauna|float","unpublished",,,,"",,,,,,"https://newellnessmpls.com/red-light-therapy-mpls",,"+1-612-399-6322","https://findsaunaplunge.com/venue/ne-wellness-minneapolis-mn/"
"life-time-chanhassen-minneapolis-mn","Life Time Chanhassen","brand_import","2026-08-26","life-time","2901 Corporate Pl","Chanhassen","MN","55317","minneapolis-mn","Minneapolis","44.86154202","-93.59460191","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Thu 4:00am–11:00pm, Fri 4:00am–10:00pm, Sat–Sun 6:00am–9:00pm","https://www.lifetime.life/locations/mn/chanhassen/amenities.html",,"+1-952-380-0303","https://findsaunaplunge.com/venue/life-time-chanhassen-minneapolis-mn/"
"life-time-eagan-minneapolis-mn","Life Time Eagan","brand_import","2026-08-26","life-time","1565 Thomas Center Dr","Eagan","MN","55122","minneapolis-mn","Minneapolis","44.79226986","-93.17937469","cold_plunge|traditional_sauna|steam_room","communal",,,,"",,,,,"Mon–Thu 4:00am–12:00am, Fri 4:00am–10:00pm, Sat–Sun 6:00am–9:00pm","https://www.lifetime.life/locations/mn/eagan/amenities.html",,"+1-651-688-3000","https://findsaunaplunge.com/venue/life-time-eagan-minneapolis-mn/"
"life-time-eden-prairie-athletic-minneapolis-mn","Life Time Eden Prairie Athletic","brand_import","2026-08-26","life-time","755 Prairie Center Dr","Eden Prairie","MN","55344","minneapolis-mn","Minneapolis","44.85628202","-93.43621015","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 5:00am–11:00pm, Sat–Sun 6:00am–9:00pm","https://www.lifetime.life/locations/mn/eden-prairie-athletic/amenities.html",,"+1-952-829-8400","https://findsaunaplunge.com/venue/life-time-eden-prairie-athletic-minneapolis-mn/"
"life-time-minnetonka-minneapolis-mn","Life Time Minnetonka","brand_import","2026-08-26","life-time","3310 County Road 101 S","Minnetonka","MN","55391","minneapolis-mn","Minneapolis","44.94271988","-93.50297513","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 5:00am–10:00pm, Sat–Sun 6:00am–8:00pm","https://www.lifetime.life/locations/mn/minnetonka/amenities.html",,"+1-952-476-1717","https://findsaunaplunge.com/venue/life-time-minnetonka-minneapolis-mn/"
"life-time-plymouth-minneapolis-mn","Life Time Plymouth","brand_import","2026-08-26","life-time","3600 Plymouth Blvd","Plymouth","MN","55446","minneapolis-mn","Minneapolis","45.02234211","-93.47632086","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–9:00pm","https://www.lifetime.life/locations/mn/plymouth/amenities.html",,"+1-763-509-0909","https://findsaunaplunge.com/venue/life-time-plymouth-minneapolis-mn/"
"life-time-rosemount-minneapolis-mn","Life Time Rosemount","brand_import","2026-08-26","life-time","14290 Akron Avenue","Rosemount","MN","55068","minneapolis-mn","Minneapolis","44.74088236","-93.08213232","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 6:00am–10:00pm","https://www.lifetime.life/locations/mn/rosemount/amenities.html",,"+1-651-855-6500","https://findsaunaplunge.com/venue/life-time-rosemount-minneapolis-mn/"
"life-time-edina-at-southdale-minneapolis-mn","Life Time Edina at Southdale","brand_import","2026-08-26","life-time","250 Southdale Center","Edina","MN","55435","minneapolis-mn","Minneapolis","44.8817474","-93.32345665","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–11:00pm, Sat 6:00am–10:00pm, Sun 6:00am–9:00pm","https://www.lifetime.life/locations/mn/southdale/amenities.html",,"+1-952-257-7100","https://findsaunaplunge.com/venue/life-time-edina-at-southdale-minneapolis-mn/"
"life-time-woodbury-minneapolis-mn","Life Time Woodbury","brand_import","2026-08-26","life-time","675 Commons Dr","Woodbury","MN","55125","minneapolis-mn","Minneapolis","44.93890763","-92.93146623","cold_plunge|steam_room","communal",,,,"",,,,,"Mon–Fri 4:00am–11:00pm, Sat–Sun 6:00am–9:00pm","https://www.lifetime.life/locations/mn/woodbury/amenities.html",,"+1-651-730-6000","https://findsaunaplunge.com/venue/life-time-woodbury-minneapolis-mn/"
"framework-wedgewood-houston-nashville-tn","Framework — Wedgewood-Houston","community","2026-08-15","framework","1411 4th Ave S","Nashville","TN","37210","nashville-tn","Nashville","36.13926","-86.762919","cold_plunge|traditional_sauna","mixed","35",,"109","",,,"194","194","Mon–Fri 7:00am–7:00pm; Sat–Sun 8:00am–6:00pm","https://www.joinframework.com/wedgewoodhouston-flagship",,,"https://findsaunaplunge.com/venue/framework-wedgewood-houston-nashville-tn/"
"framework-east-nashville-backyard-nashville-tn","Framework — East Nashville Backyard","community","2026-08-15","framework","928 McFerrin Ave","Nashville","TN","37206","nashville-tn","Nashville","36.185356","-86.754425","cold_plunge|traditional_sauna","mixed","25",,"89","","40","60","190","190","Mon–Thu 7:00am–7:00pm; Sat–Sun 8:00am–6:00pm","https://www.joinframework.com/",,,"https://findsaunaplunge.com/venue/framework-east-nashville-backyard-nashville-tn/"
"contrast-club-nashville-tn","Contrast Club","community","2026-07-31",,"2203 Bandywood Dr","Nashville","TN","37215","nashville-tn","Nashville","36.104803","-86.817215","cold_plunge|traditional_sauna","private_suite","35",,"100","",,,,,,"https://www.contrastclubnashville.com/",,,"https://findsaunaplunge.com/venue/contrast-club-nashville-tn/"
"pure-sweat-studios-gulch-nashville-tn","Pure Sweat Studios — The Gulch","community","2026-07-31",,"812 Division St","Nashville","TN","37203","nashville-tn","Nashville","36.150311","-86.780861","infrared_sauna|cold_plunge","private_suite",,,,"",,,,,,"https://www.puresweatstudios.com/gulch-tennessee",,"+1-615-788-7838","https://findsaunaplunge.com/venue/pure-sweat-studios-gulch-nashville-tn/"
"urban-sweat-the-nations-nashville-tn","Urban Sweat — The Nations","community","2026-07-31","urban-sweat","1610 54th Ave N, Ste 116","Nashville","TN","37209","nashville-tn","Nashville","36.164603","-86.853158","infrared_sauna|red_light","unpublished",,,,"",,,,,,"https://urban-sweat.squarespace.com/find-your-location",,,"https://findsaunaplunge.com/venue/urban-sweat-the-nations-nashville-tn/"
"urban-sweat-weho-nashville-tn","Urban Sweat — WeHo","community","2026-07-31","urban-sweat","724 Merritt Ave, Ste 105","Nashville","TN","37203","nashville-tn","Nashville","36.140108","-86.772316","infrared_sauna|red_light","unpublished",,,,"",,,,,,"https://urban-sweat.squarespace.com/find-your-location",,,"https://findsaunaplunge.com/venue/urban-sweat-weho-nashville-tn/"
"urban-sweat-green-hills-nashville-tn","Urban Sweat — Green Hills","community","2026-07-31","urban-sweat","4121 Hillsboro Pike, Ste 208","Nashville","TN","37215","nashville-tn","Nashville","36.101732","-86.817976","infrared_sauna|red_light","unpublished",,,,"",,,,,,"https://urban-sweat.squarespace.com/find-your-location",,,"https://findsaunaplunge.com/venue/urban-sweat-green-hills-nashville-tn/"
"lolu-nashville-tn","Lolu","community","2026-08-21",,"807B Main St","Nashville","TN","37206","nashville-tn","Nashville","36.175678","-86.758126","traditional_sauna|cold_plunge","mixed",,,,"",,,,,,"https://www.lolulife.com/","https://www.lolulife.com/book",,"https://findsaunaplunge.com/venue/lolu-nashville-tn/"
"sek-sauna-studio-franklin-tn","sēk Sauna Studio","community","2026-08-16",,"1201 Liberty Pike, Ste. 121","Franklin","TN","37067","nashville-tn","Nashville","35.923096","-86.816499","infrared_sauna|cold_plunge|red_light|compression","private_suite","30",,"89","","39","50",,,,"https://www.seksauna.com/","https://www.seksauna.com/book-now","+1-615-614-3461","https://findsaunaplunge.com/venue/sek-sauna-studio-franklin-tn/"
"pure-sweat-studios-brentwood-tn","Pure Sweat + Float Studio — Brentwood","community","2026-08-16",,"213 Franklin Road, Suite 130","Brentwood","TN","37027","nashville-tn","Nashville","36.032514","-86.789267","infrared_sauna|cold_plunge|float","private_suite",,,,"",,,,,,"https://www.puresweatstudios.com/brentwood",,"+1-615-661-5267","https://findsaunaplunge.com/venue/pure-sweat-studios-brentwood-tn/"
"pause-studio-green-hills-nashville-tn","Pause Studio — Green Hills","community","2026-08-16",,"3822 Bedford Ave","Nashville","TN","37215","nashville-tn","Nashville","36.107876","-86.820516","cold_plunge|infrared_sauna|cryotherapy|float|red_light|compression","private_suite",,,"79","",,,,,,"https://pausestudio.com/locations/green-hills",,"+1-629-702-2393","https://findsaunaplunge.com/venue/pause-studio-green-hills-nashville-tn/"
"pause-studio-west-nashville-tn","Pause Studio — West Nashville","community","2026-08-16",,"12 City Blvd.","Nashville","TN","37209","nashville-tn","Nashville","36.152481","-86.81862","cold_plunge|infrared_sauna|cryotherapy|float|red_light|compression","private_suite",,,"79","",,,,,,"https://pausestudio.com/locations/west-nashville",,"+1-615-649-8949","https://findsaunaplunge.com/venue/pause-studio-west-nashville-tn/"
"restore-hyper-wellness-music-row-nashville-tn","Restore Hyper Wellness - Music Row","community","2026-08-16",,"117 17th Ave South","Nashville","TN","37203","nashville-tn","Nashville","36.153422","-86.794218","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"190","",,,,,"Mon-Fri 10AM-7PM; Sat 9AM-5PM; Sun 11AM-4PM","https://www.restore.com/locations/tn-nashville-music-row-tn004",,"+1-615-987-9626","https://findsaunaplunge.com/venue/restore-hyper-wellness-music-row-nashville-tn/"
"restore-hyper-wellness-green-hills-nashville-tn","Restore Hyper Wellness - Green Hills","community","2026-08-16",,"2124 Hillsboro Dr","Nashville","TN","37215","nashville-tn","Nashville","36.102144","-86.818101","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"190","",,,,,"Mon-Fri 10AM-7PM; Sat 9AM-5PM; Sun 12PM-4PM","https://www.restore.com/locations/tn-nashville-green-hills-tn002",,"+1-615-457-2668","https://findsaunaplunge.com/venue/restore-hyper-wellness-green-hills-nashville-tn/"
"icryo-belle-meade-nashville-tn","iCRYO — Belle Meade","community","2026-08-16",,"4326 Harding Pike","Nashville","TN","37205","nashville-tn","Nashville","36.12632","-86.845865","cryotherapy|infrared_sauna|red_light|compression","unpublished","25",,,"",,,,,"Mon-Fri 8am-7pm; Sat 10am-6pm; Sun 10am-4pm","https://bellemeade.icryo.life/",,"+1-615-490-6133","https://findsaunaplunge.com/venue/icryo-belle-meade-nashville-tn/"
"hotworx-nashville-midtown-tn","HOTWORX - Nashville (Midtown)","community","2026-08-16",,"1806 Chet Atkins Place","Nashville","TN","37203","nashville-tn","Nashville","36.148763","-86.795457","infrared_sauna","unpublished",,,,"",,,,,"24/7 member access; staffed Mon-Thu 11am-8pm, Fri 9am-6pm, Sat 9am-2pm","https://www.hotworx.net/studio/nashville-midtown/",,,"https://findsaunaplunge.com/venue/hotworx-nashville-midtown-tn/"
"hotworx-nashville-west-tn","HOTWORX - Nashville (West)","community","2026-08-16",,"6102 Robertson Avenue","Nashville","TN","37209","nashville-tn","Nashville","36.156982","-86.868751","infrared_sauna","unpublished",,,,"",,,,,"24/7 member access; staffed Mon-Thu 11am-8pm, Fri 9am-6pm, Sat 9am-2pm","https://www.hotworx.net/studio/nashville-west",,,"https://findsaunaplunge.com/venue/hotworx-nashville-west-tn/"
"zivel-murfreesboro-tn","Zivel — Murfreesboro","community","2026-08-16",,"1144 Fortress Blvd ste e","Murfreesboro","TN","37128","nashville-tn","Nashville","35.865455","-86.46384","cryotherapy|infrared_sauna|float|compression|red_light","unpublished","35",,,"",,,,,"Mon-Sat 9am-7pm; Sun 1pm-4:30pm","https://www.zivel.com/locations/tennessee/murfreesboro",,"+1-629-239-1986","https://findsaunaplunge.com/venue/zivel-murfreesboro-tn/"
"zivel-franklin-cool-springs-tn","Zivel — Franklin (Cool Springs)","community","2026-08-16",,"790 Jordan Rd #107","Franklin","TN","37067","nashville-tn","Nashville","35.941818","-86.822303","cryotherapy|infrared_sauna|float|compression|red_light","unpublished","35",,,"",,,,,"Mon 8am-6pm; Tue 8am-4pm; Wed-Thu 8am-6pm; Fri 8am-5pm; Sat 9am-5pm; Sun 11am-3pm","https://www.zivel.com/locations/tennessee/cool-springs",,"+1-615-997-4159","https://findsaunaplunge.com/venue/zivel-franklin-cool-springs-tn/"
"life-time-franklin-nashville-tn","Life Time Franklin","brand_import","2026-08-26","life-time","5020 Carothers Pkwy","Franklin","TN","37067","nashville-tn","Nashville","35.92399865","-86.81503959","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–11:00pm, Sat–Sun 5:00am–9:00pm","https://www.lifetime.life/locations/tn/franklin/amenities.html",,"+1-615-685-7000","https://findsaunaplunge.com/venue/life-time-franklin-nashville-tn/"
"aire-ancient-baths-new-york-tribeca-new-york-ny","AIRE Ancient Baths New York · Tribeca","community","2026-07-28","aire-ancient-baths-new-york","88 Franklin St","New York","NY","10013","new-york-ny","New York","40.718149","-74.0049","cold_plunge|steam_room","communal",,,,"",,,,,,"https://beaire.com/en/aire-ancient-baths-newyork-tribeca","https://beaire.com/en/booking/newyork-tribeca","+1-917-563-4542","https://findsaunaplunge.com/venue/aire-ancient-baths-new-york-tribeca-new-york-ny/"
"aire-ancient-baths-new-york-upper-east-side-new-york-ny","AIRE Ancient Baths New York · Upper East Side","community","2026-08-02","aire-ancient-baths-new-york","305 E 61st Street","New York","NY","10065","new-york-ny","New York","40.761799","-73.963133","cold_plunge|steam_room","communal",,,,"",,,,,"Mon–Thu 10:00am–10:00pm, Fri 9:00am–10:00pm, Sat 9:00am–11:00pm, Sun 9:00am–10:00pm","https://beaire.com/en/aire-ancient-baths-newyork-uppereastside","https://beaire.com/en/booking/newyork-uppereastside","+1-332-244-4191","https://findsaunaplunge.com/venue/aire-ancient-baths-new-york-upper-east-side-new-york-ny/"
"akari-sauna-greenpoint-new-york-ny","Akari Sauna (Greenpoint)","community","2026-08-02",,"149 Franklin St","Brooklyn","NY","11222","new-york-ny","New York","40.731521","-73.95794","traditional_sauna|cold_plunge","communal",,,"165","",,,,,"Unlimited tier: Mon–Fri 8:00am–10:00pm, Sat–Sun 9:00am–8:00pm. Daytime tier: Mon–Fri 8:00am–4:30pm, last entry 4:00pm","https://www.akarisauna.com/","https://www.akarisauna.com/membership?tab=greenpoint",,"https://findsaunaplunge.com/venue/akari-sauna-greenpoint-new-york-ny/"
"bathhouse-atlantic-ave-new-york-ny","Bathhouse Atlantic Ave","community","2026-08-24","bathhouse","540 Atlantic Avenue","Brooklyn","NY","11217","new-york-ny","New York","40.685004","-73.98006","cold_plunge|traditional_sauna|infrared_sauna|steam_room","communal",,,"145","","50","50",,,"Open daily 8:00am–11:30pm","https://www.abathhouse.com/atlantic-ave","https://bathhouseatlanticave.try.be/","+1-929-822-5929","https://findsaunaplunge.com/venue/bathhouse-atlantic-ave-new-york-ny/"
"bathhouse-flatiron-new-york-ny","Bathhouse Flatiron","community","2026-08-24","bathhouse","14 West 22nd Street","New York","NY","10010","new-york-ny","New York","40.741017","-73.990559","cold_plunge|traditional_sauna|infrared_sauna|steam_room","communal",,,"145","","45","50","185","195","Open daily 8:00am–11:30pm","https://www.abathhouse.com/flatiron","https://bathhouseflatiron.try.be/items/674df9e8dc9171673c01bbe4/book-day-pass-browse-prices","+1-646-891-1315","https://findsaunaplunge.com/venue/bathhouse-flatiron-new-york-ny/"
"bathhouse-williamsburg-new-york-ny","Bathhouse Williamsburg","community","2026-08-02","bathhouse","103 North 10th Street","Brooklyn","NY","11249","new-york-ny","New York","40.720756","-73.957843","cold_plunge|traditional_sauna|steam_room","communal",,,"145","","45","50","185","195","Open daily 8:00am–11:30pm","https://www.abathhouse.com/williamsburg","https://bathhousewilliamsburg.try.be/","+1-929-489-2284","https://findsaunaplunge.com/venue/bathhouse-williamsburg-new-york-ny/"
"body-by-brooklyn-new-york-ny","Body By Brooklyn","community","2026-08-02",,"275 Park Ave","Brooklyn","NY","11205","new-york-ny","New York","40.69609","-73.967567","cold_plunge|traditional_sauna|steam_room","mixed",,"65",,"","52","52","175","190",,"https://bodybybrooklyn.com/","https://go.booker.com/location/bodybybrooklyn/service-menu","+1-718-923-9400","https://findsaunaplunge.com/venue/body-by-brooklyn-new-york-ny/"
"brooklyn-banya-new-york-ny","Brooklyn Banya","community","2026-08-02",,"602 Coney Island Avenue","Brooklyn","NY","11218","new-york-ny","New York","40.642638","-73.969847","traditional_sauna|steam_room|cold_plunge","communal",,"60",,"",,,,,,"https://www.brooklynbanya.com/",,"+1-212-203-3424","https://findsaunaplunge.com/venue/brooklyn-banya-new-york-ny/"
"brooklyn-bathhouse-new-york-ny","Brooklyn Bathhouse","community","2026-08-02",,"731 Flatbush Avenue","Brooklyn","NY","11226","new-york-ny","New York","40.655132","-73.959679","cold_plunge|traditional_sauna|steam_room","communal","50",,,"",,,,,,"https://www.brooklynbathhouse.nyc/","https://www.brooklynbathhouse.nyc/booknow","+1-718-874-6550","https://findsaunaplunge.com/venue/brooklyn-bathhouse-new-york-ny/"
"elahni-new-york-ny","Elahni","community","2026-08-24",,"12 W 27th St, Floor 2","New York","NY","10001","new-york-ny","New York","40.744596","-73.989176","cold_plunge|traditional_sauna","mixed",,,,"","39","39","180","180","Mon–Tue 3:00pm–7:30pm, Wed–Fri 7:00am–7:30pm, Sat–Sun 8:00am–6:00pm","https://www.elahni.com/","https://www.elahni.com/reserve","+1-917-819-2071","https://findsaunaplunge.com/venue/elahni-new-york-ny/"
"forest-hills-spa-new-york-ny","Forest Hills Spa","community","2026-08-02",,"5921 Calloway St","Queens","NY","11368","new-york-ny","New York","40.737648","-73.85687","cold_plunge|traditional_sauna|steam_room","communal","50",,,"",,,,,"Mon–Fri 11:00am–10:30pm, Sat–Sun 9:00am–10:30pm","https://www.fhspa.com/","https://www.fhspa.com/book-online","+1-718-699-1919","https://findsaunaplunge.com/venue/forest-hills-spa-new-york-ny/"
"great-jones-spa-new-york-ny","Great Jones Spa","community","2026-08-02",,"29 Great Jones Street","New York","NY","10012","new-york-ny","New York","40.727085","-73.993364","cold_plunge|traditional_sauna|steam_room","communal",,"60",,"",,,,,"Mon–Sun 8:30am–9:30pm (Wednesdays from 1:00pm)","https://gjspa.com/manhattan/","https://login.meevo.com/gjspa/ob?locationId=106522","+1-212-505-3185","https://findsaunaplunge.com/venue/great-jones-spa-new-york-ny/"
"heavenlee-float-spa-new-york-ny","HeavenLee Float Spa","community","2026-08-02",,"236 Richmond Valley Rd","Staten Island","NY","10309","new-york-ny","New York","40.520943","-74.23606","infrared_sauna|red_light|float","private_suite","30",,,"",,,,,"By appointment only","https://heavenleefloatspa.com/","https://heavenleefloatspa.floathelm.com/booking","+1-929-624-2227","https://findsaunaplunge.com/venue/heavenlee-float-spa-new-york-ny/"
"hotworx-staten-island-charleston-new-york-ny","HOTWORX - Staten Island (Charleston)","community","2026-08-02",,"2955 Veterans Rd. W. Unit 1E","Staten Island","NY","10309","new-york-ny","New York","40.527753","-74.232533","infrared_sauna","communal",,,"79","",,,,,,"https://www.hotworx.net/studio/statenisland-charleston","https://www.hotworx.net/customerportal/NY0018/index.php?redirect=no","+1-646-676-4454","https://findsaunaplunge.com/venue/hotworx-staten-island-charleston-new-york-ny/"
"ice-cold-club-new-york-ny","Ice Cold Club","community","2026-08-02",,"275 S 5th Street, Floor 5","Brooklyn","NY","11211","new-york-ny","New York","40.709259","-73.95783","cold_plunge|compression","communal","20",,"120","","48","48",,,"Open daily 6:00am–10:00pm","https://icecold.club/","https://themvmt.as.me/quick-dip-intro",,"https://findsaunaplunge.com/venue/ice-cold-club-new-york-ny/"
"kove-studio-east-village-new-york-ny","Kove Studio East Village","community","2026-08-02",,"268 East 7th Street","New York","NY","10009","new-york-ny","New York","40.723473","-73.977572","infrared_sauna|cold_plunge|red_light|compression","mixed",,,,"",,,,,"Open daily 7:00am–10:00pm","https://kove.studio/","https://kove.studio/book-now","+1-929-665-9961","https://findsaunaplunge.com/venue/kove-studio-east-village-new-york-ny/"
"live-hydration-spa-long-island-city-new-york-ny","Live Hydration Spa Long Island City","community","2026-08-02",,"46-05 Vernon Blvd","Queens","NY","11101","new-york-ny","New York","40.746713","-73.952689","cold_plunge|red_light|traditional_sauna","private_suite",,,,"",,,,,"Tue–Sun 11:00am–7:00pm, closed Monday","https://livehydrationspalic.com/","https://livehydrationspa.zenoti.com/webstoreNew/services/cd0cef77-398c-44a1-8c71-f072f3d3c59d?location=c651644e-4efc-490f-9fee-ef2f779e1eb9","+1-718-361-5483","https://findsaunaplunge.com/venue/live-hydration-spa-long-island-city-new-york-ny/"
"lore-bathing-club-new-york-ny","Lore Bathing Club","community","2026-08-15",,"676 Broadway","New York","NY","10012","new-york-ny","New York","40.727548","-73.994892","traditional_sauna|infrared_sauna|cold_plunge","communal",,,"250","",,,,,,"https://www.lorebathingclub.com/","https://www.lorebathingclub.com/bookings",,"https://findsaunaplunge.com/venue/lore-bathing-club-new-york-ny/"
"new-york-spa-sauna-new-york-ny","New York Spa & Sauna","community","2026-08-02",,"149-06 Northern Blvd., Rear Entrance","Queens","NY","11354","new-york-ny","New York","40.765293","-73.817035","traditional_sauna|steam_room|cold_plunge","communal","40",,,"",,,,,"Open daily 8:00am–11:00pm, 365 days a year (second-floor saunas close 10:30pm; the men’s steam room closes 9:00pm)","https://www.nyspasauna.com/",,"+1-718-463-0001","https://findsaunaplunge.com/venue/new-york-spa-sauna-new-york-ny/"
"othership-flatiron-new-york-ny","Othership Flatiron","community","2026-08-02","othership","23 W 20th St","New York","NY","10011","new-york-ny","New York","40.740041","-73.991669","traditional_sauna|cold_plunge","communal",,,,"",,,,,,"https://www.othership.us/flatiron","https://www.othership.us/schedule","+1-212-381-1699","https://findsaunaplunge.com/venue/othership-flatiron-new-york-ny/"
"othership-williamsburg-new-york-ny","Othership Williamsburg","community","2026-08-02","othership","25 Kent Ave Suite 100","Brooklyn","NY","11249","new-york-ny","New York","40.723561","-73.95814","traditional_sauna|cold_plunge","communal",,,,"",,,,,,"https://www.othership.us/williamsburg","https://www.othership.us/schedule","+1-212-871-4505","https://findsaunaplunge.com/venue/othership-williamsburg-new-york-ny/"
